marca,modelo,modelo_anyo,precio_contado,precio_financiado,precio_nuevo,fecha_matriculacion,combustible,kilometraje,carroceria,garantia,color,distintivo_medioambiental,largo,ancho,alto,batalla,volumen_maletero,mma,numero_puertas,numero_plazas,cilindrada,numero_cilindros,sobrealimentacion,traccion,tipo_cambio,numero_marchas,potencia_kw,potencia_cv,par_nm,velocidad_maxima,aceleracion,consumo_urbano,consumo_carretera,consumo_medio,co2,capacidad_deposito,pais,provincia,vendedor
SEAT,Tarraco,2022,29500,28200,,03/2022,diesel,65947,"4x4, suv o pickup",12 ,gris dolphin metalizado,,,,,,,,,,,,,,,,,,,,,,,,,,spain,murcia,vendedor profesional
RENAULT,Megane,2010,5199,,22710,01/2010,diesel,245000,berlina,12 ,negro,,4299,1804,1423,2640,377/1024,1773,3,5,1461,4,turbo,delantera,manual,6,81,110,240,190,10.5,5.1,4.0,4.4,114.0,60.0,spain,madrid,vendedor profesional
MERCEDES-BENZ,Clase CLS,2006,18000,,67900,03/2006,gasolina,145069,coupe,,negro,,4913,1873,1430,2854,505/0,2200,4,4,3498,6,,trasera,automatica,7,215,292,365,250,6.7,13.0,7.0,9.1,217.0,80.0,spain,,
SKODA,Fabia,2018,10099,,15340,03/2018,gasolina,66316,berlina,12 ,plata,,3992,1732,1467,2470,330/1150,1535,5,5,999,3,,delantera,manual,5,55,75,95,172,14.7,6.0,4.3,4.9,111.0,45.0,spain,alicante,vendedor profesional
RENAULT,Megane,2017,13800,,27710,08/2017,diesel,143000,berlina,12 ,negro,,4359,1814,1438,2670,384/1247,1876,5,5,1461,4,turbo,delantera,automatica secuencial,6,81,110,250,187,12.3,4.0,3.5,3.7,95.0,47.0,spain,jaen,vendedor profesional
CITROEN,C4 Cactus,2016,10900,,20480,07/2016,gasolina,119000,berlina,12 ,negro / metalizado,,4157,1729,1480,2595,358/0,1555,5,5,1199,3,turbo,delantera,manual,5,81,110,205,188,9.3,5.8,4.0,4.7,100.0,50.0,spain,albacete,vendedor profesional
FORD,F-150,2019,119900,,,08/2019,gasolina,50000,"4x4, suv o pickup",12 ,granate / metalizado,,,,,,,,,,,,,,,,,,,,,,,,,,spain,barcelona,vendedor profesional
MINI,Countryman,2024,49900,49900,,02/2024,gasolina y corriente electrica,4120,familiar,0,otros,,,,,,,,,,,,,,,,,,,,,,,,,,spain,granada,vendedor profesional
HYUNDAI,Tucson,2019,18690,,30150,12/2019,diesel,142717,todo terreno,12 ,polar white (solido),,4480,1850,1660,2670,513/1503,1925,5,5,1598,4,turbo,delantera,manual,6,85,116,280,175,11.8,4.9,4.2,4.5,120.0,62.0,spain,cadiz,vendedor profesional
MERCEDES-BENZ,Clase CLS,2006,18000,,67900,03/2006,gasolina,145069,coupe,,negro,,4913,1873,1430,2854,505/0,2200,4,4,3498,6,,trasera,automatica,7,215,292,365,250,6.7,13.0,7.0,9.1,217.0,80.0,spain,,
CITROEN,C4 Cactus,2016,10900,,20480,07/2016,gasolina,119000,berlina,12 ,negro / metalizado,,4157,1729,1480,2595,358/0,1555,5,5,1199,3,turbo,delantera,manual,5,81,110,205,188,9.3,5.8,4.0,4.7,100.0,50.0,spain,albacete,vendedor profesional
SKODA,Fabia,2018,10099,,15340,03/2018,gasolina,66316,berlina,12 ,plata,,3992,1732,1467,2470,330/1150,1535,5,5,999,3,,delantera,manual,5,55,75,95,172,14.7,6.0,4.3,4.9,111.0,45.0,spain,alicante,vendedor profesional
VOLKSWAGEN,T-Cross,2019,18400,,26079,09/2019,gasolina,53550,todo terreno,12 ,blanco,,4110,1782,1558,2563,455/1281,1720,5,5,999,3,turbo,delantera,manual,5,70,95,175,180,11.5,0.0,0.0,0.0,,40.0,spain,malaga,vendedor profesional
TOYOTA,Corolla,2019,21490,19990,29750,07/2019,gasolina y corriente electrica,82846,berlina,24 ,gris celestite,,4630,1775,1435,2700,529/0,1835,4,5,1798,4,,delantera,automatica continua,1,90,122,142,180,10.9,3.1,3.5,3.4,77.0,43.0,spain,huelva,vendedor profesional
CITROEN,C4,2014,10990,9990,27870,10/2014,gasolina,119900,monovolumen,si,bronce,,4428,1826,1611,2785,537/0,1940,5,5,1598,4,turbo,delantera,manual,6,115,156,240,209,9.0,8.2,4.8,6.0,139.0,57.0,spain,madrid,vendedor profesional
CITROEN,C3,2018,9490,8990,15700,03/2018,gasolina,96000,berlina,12 ,blanco banquise,,3996,1749,1474,2539,300/0,1550,5,5,1199,3,turbo,delantera,manual,5,60,82,118,168,13.0,5.7,4.1,4.7,96.0,45.0,spain,cadiz,vendedor profesional
SEAT,Alhambra,2004,3500,,28815,05/2004,diesel,248500,monovolumen,12 ,gris,,4634,1810,1762,2835,256/2610,2430,5,7,1896,4,,delantera,automatica secuencial,5,84,115,310,,13.7,9.5,6.1,7.4,,70.0,spain,malaga,vendedor profesional
RENAULT,Talisman,2018,21500,20500,32970,11/2018,gasolina,29440,berlina,12 ,blanco glaciar (opaco) / metalizado,,4848,1869,1463,2808,608/1022,2030,4,5,1618,4,turbo,delantera,automatica secuencial,7,110,150,220,215,9.6,7.5,4.6,5.6,127.0,51.0,spain,badajoz,vendedor profesional
DACIA,Sandero,2018,10790,10790,11750,03/2018,diesel,89488,berlina,12 ,marron tourmaline (metalizado) / metalizado,,4089,1761,1555,2589,320/0,1600,5,5,1461,4,turbo,delantera,manual,5,66,90,220,167,11.7,3.8,3.8,3.8,98.0,50.0,spain,sevilla,vendedor profesional
TOYOTA,Corolla,2005,3500,,14150,05/2005,gasolina,172000,berlina,0,gris,,4180,1710,1475,2600,0/0,1580,3,5,1398,4,,delantera,manual,5,71,97,130,,12.0,8.4,5.7,6.7,,55.0,spain,sevilla,vendedor profesional
PEUGEOT,308,2015,15900,14500,31000,11/2015,gasolina,116000,stationwagon,12 ,azul / metalizado,,4585,1804,1457,2730,610/1660,1880,5,5,1598,4,turbo,delantera,manual,6,151,205,285,235,7.6,7.6,4.8,5.8,134.0,53.0,spain,navarra,vendedor profesional
FORD,Focus,2020,20990,19490,28638,02/2020,gasolina,50000,berlina,12 ,azul chromet (metalizado) / metalizado,,4378,1825,1452,2700,375/1354,1900,5,5,1499,3,turbo,delantera,automatica secuencial,8,110,150,240,210,8.8,6.9,5.0,6.0,125.0,52.0,spain,sevilla,vendedor profesional
MERCEDES-BENZ,Clase C,2021,43999,,55858,06/2021,diesel,98000,stationwagon,12 ,blanco,,4751,1820,1454,2840,490/1510,2400,5,5,1992,4,turbo,trasera,automatica secuencial,9,147,200,440,242,7.4,0.0,0.0,0.0,,66.0,spain,madrid,vendedor profesional
AUDI,A3,2023,33400,31800,40268,02/2023,diesel,10499,berlina,24 ,blanco,,4495,1816,1425,2636,425/0,1975,4,5,1968,4,turbo de geometria variable,delantera,automatica secuencial,7,110,150,360,232,8.4,0.0,0.0,0.0,,50.0,spain,asturias,vendedor profesional
AUDI,A4,2011,19950,,43530,03/2011,gasolina,92000,stationwagon,,rojo,,4703,1826,1436,2808,490/1430,2135,5,5,1984,4,turbo,total permanente,automatica secuencial,6,155,211,350,238,6.7,10.1,6.1,7.6,175.0,65.0,spain,,
SEAT,Ateca,2023,26900,,39710,02/2023,gasolina,22177,todo terreno,36 ,gris,,4381,1841,1601,2638,510/0,1940,5,5,1498,4,turbo de geometria variable,delantera,automatica secuencial,7,110,150,250,202,9.0,0.0,0.0,0.0,,50.0,spain,vizcaya,vendedor profesional
KIA,Sportage,2013,12000,11500,21326,10/2013,gasolina,128001,todo terreno,12 ,blanco,,4440,1855,1635,2640,564/1353,1830,5,5,1591,4,turbo de geometria variable,delantera,manual,6,99,135,168,178,11.1,8.2,6.0,6.8,158.0,58.0,spain,madrid,vendedor profesional
RENAULT,Arkana,2024,26700,23800,29000,01/2024,gasolina,1,todo terreno,36 ,negro,,4568,1820,1571,2720,513/1269,1876,5,5,1333,4,turbo,delantera,automatica secuencial,7,103,140,260,205,9.8,0.0,0.0,0.0,,50.0,spain,toledo,vendedor profesional
MERCEDES-BENZ,Clase GLC,2018,39890,,55780,11/2018,diesel,98900,coupe,12 ,negro,,4732,1890,1602,2873,500/1400,2530,5,5,2143,4,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,9,125,170,400,210,8.3,6.8,5.6,6.1,161.0,66.0,spain,salamanca,vendedor profesional
PEUGEOT,208,2019,12900,11900,17800,02/2019,gasolina,43500,berlina,12 ,blanco,,3965,1739,1460,2538,311/0,1530,5,5,1199,3,,delantera,manual,5,60,82,118,175,14.6,5.8,4.2,4.8,109.0,50.0,spain,cordoba,vendedor profesional
FORD,Kuga,2020,24500,23500,37019,06/2020,diesel,75613,todo terreno,12 ,azul chrome (metalizado) / metalizado,,4614,1883,1678,2710,456/1653,2110,5,5,1498,4,turbo,delantera,automatica secuencial,8,88,120,300,177,12.0,5.0,4.1,4.4,117.0,60.0,spain,badajoz,vendedor profesional
PORSCHE,Macan,2015,44990,,69195,07/2015,diesel,85200,todo terreno,12 ,negro,,4681,1923,1624,2807,500/1500,2575,5,5,2967,6,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,7,190,258,580,230,6.3,6.9,5.9,6.3,164.0,65.0,spain,girona,vendedor profesional
FORD,Focus,2022,24900,21900,33396,11/2022,gasolina,10000,stationwagon,36 ,azul oasis (fashion),,4672,1825,1497,2700,635/1653,1963,5,5,999,3,turbo,delantera,manual,6,92,125,200,198,10.4,0.0,0.0,0.0,,52.0,spain,barcelona,vendedor profesional
HYUNDAI,Santa Fe,2007,9700,9700,38800,02/2007,diesel,168988,todo terreno,0,violeta,,4675,1890,1795,2700,774/1582,2353,5,5,2188,4,turbo,todo terreno traccion total conectable,automatica,5,114,155,335,179,12.6,10.4,6.7,8.1,212.0,75.0,spain,cordoba,vendedor profesional
SEAT,Leon,2015,12990,12990,24830,01/2015,gasolina,152000,stationwagon,12 ,negro,,4535,1816,1454,2636,587/0,1830,5,5,1395,4,turbo,delantera,manual,6,110,150,250,215,8.1,6.0,4.4,4.9,114.0,50.0,spain,madrid,vendedor profesional
MINI,Mini,2022,24000,24000,24600,08/2022,gasolina,20000,berlina,24 ,verde / metalizado,,3982,1727,1425,2567,278/0,1700,5,5,1499,3,turbo,delantera,automatica secuencial,6,100,136,220,207,8.1,6.0,4.1,4.8,111.0,40.0,spain,sevilla,vendedor profesional
BMW,X3,2020,36900,34900,51750,01/2020,diesel,74182,todo terreno,12 ,blanco,,4708,1891,1676,2864,550/1600,2420,5,5,1995,4,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,8,140,190,400,213,8.0,5.3,4.9,5.1,133.0,60.0,spain,jaen,vendedor profesional
BMW,Serie 5,2013,17900,,69984,03/2013,diesel,185123,berlina,12 ,negro,,4907,1860,1464,2968,520/0,2440,4,5,2993,6,turbo de geometria variable,total permanente,automatica secuencial,8,230,313,630,250,5.1,6.8,4.9,5.6,147.0,70.0,spain,alicante,vendedor profesional
VOLKSWAGEN,Passat,2016,15999,15999,39499,07/2016,diesel,199000,stationwagon,12 ,granate,,4767,1832,1477,2791,650/1780,2005,5,5,1968,4,turbo de geometria variable,delantera,manual,6,110,150,340,218,8.9,4.9,3.8,4.3,114.0,66.0,spain,madrid,vendedor profesional
MERCEDES-BENZ,Clase C,2019,30900,29151,,11/2019,hibrido,79123,berlina mediana o grande,24 ,blanco,,,,,,,,,,,,,,,,,,,,,,,,,,spain,lugo,vendedor profesional
MERCEDES-BENZ,Clase GLC,2020,41900,37900,,07/2020,gasolina y corriente electrica,72254,"4x4, suv o pickup",12 ,azul,,,,,,,,,,,,,,,,,,,,,,,,,,spain,madrid,vendedor profesional
VOLVO,C40,2022,52102,52102,58089,09/2022,corriente electrica,11000,todo terreno,12 ,70700 crystal white,,4431,1850,1582,2701,413/0,2185,5,5,0,0,,todo terreno traccion total permanente,"directo, sin caja de cambios",1,300,408,660,180,4.9,0.0,0.0,0.0,,0.0,spain,vizcaya,vendedor profesional
NISSAN,Qashqai,2022,26900,25500,,12/2022,gasolina,54177,"4x4, suv o pickup",12 ,blanco,,,,,,,,,,,,,,,,,,,,,,,,,,spain,murcia,vendedor profesional
BMW,Serie 4,2021,40890,38990,54450,09/2021,diesel,35080,coupe,12 ,azul / metalizado,,4768,1852,1383,2851,440/0,2095,2,4,1995,4,turbo de geometria variable,trasera,automatica secuencial,8,140,190,400,229,7.1,4.5,3.6,3.9,103.0,59.0,spain,madrid,vendedor profesional
AUDI,A5,2015,20900,20000,48812,04/2015,diesel,290000,berlina,12 ,negro,,4712,1854,1391,2810,480/0,2150,5,4,2967,6,turbo de geometria variable,delantera,automatica secuencial,8,150,204,400,235,7.1,5.5,4.6,4.9,129.0,63.0,spain,granada,vendedor profesional
OPEL,Astra,2023,26900,25900,,06/2023,diesel,9495,berlina mediana o grande,24 ,blanco,,,,,,,,,,,,,,,,,,,,,,,,,,spain,pontevedra,vendedor profesional
SEAT,Leon,2018,15890,15133,21320,03/2018,gasolina,89520,berlina,12 ,gris / metalizado,,4282,1816,1459,2636,380/0,1740,5,5,1197,4,turbo,delantera,manual,6,81,110,175,194,9.9,6.1,4.2,4.9,114.0,50.0,spain,malaga,vendedor profesional
MERCEDES-BENZ,EQC,2020,45900,,85429,10/2020,corriente electrica,36000,todo terreno,12 ,gris,,4761,1884,1623,2873,500/0,2940,5,5,0,0,,todo terreno traccion total permanente,"directo, sin caja de cambios",1,300,408,760,180,5.1,0.0,0.0,0.0,,0.0,spain,alicante,vendedor profesional
FORD,Puma 1997,2022,28790,27490,,11/2022,gasolina,9860,"4x4, suv o pickup",12 ,gris matter metalizada premium / metalizado,,,,,,,,,,,,,,,,,,,,,,,,,,spain,la coruna,vendedor profesional
MERCEDES-BENZ,Clase GLC,2020,38900,,53273,09/2020,diesel,78000,todo terreno,12 ,negro / metalizado,,4658,1890,1644,2873,550/1600,2500,5,5,1950,4,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,9,120,163,360,205,8.9,6.8,3.6,5.2,137.0,66.0,spain,jaen,vendedor profesional
MERCEDES-BENZ,Viano,2004,19990,18600,42257,03/2004,diesel,264000,monovolumen,12 ,negro / metalizado,,4748,1901,1875,3200,310/0,2940,4,5,2148,4,,trasera,manual,6,110,150,110,,13.0,11.2,7.1,8.8,218.0,75.0,spain,la coruna,vendedor profesional
RENAULT,Scenic,2017,14995,14995,27597,07/2017,diesel,95770,monovolumen,12 ,azul claro,,4406,1866,1645,2734,506/0,2046,5,5,1461,4,turbo de geometria variable,delantera,manual,6,81,110,260,175,13.7,4.2,3.7,3.9,100.0,52.0,spain,las palmas,vendedor profesional
MERCEDES-BENZ,Clase GLC,2018,38900,,55780,12/2018,diesel,112356,coupe,12 ,blanco,,4732,1890,1602,2873,500/1400,2530,5,5,2143,4,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,9,125,170,400,210,8.3,6.8,5.6,6.1,161.0,66.0,spain,cadiz,vendedor profesional
TOYOTA,Land Cruiser,2020,28500,,47600,06/2020,diesel,185000,todo terreno,12 ,blanco,,4840,1885,1845,2790,104/1833,2990,5,7,2755,4,turbo de geometria variable,todo terreno traccion total permanente,manual,6,130,177,420,175,12.1,8.9,6.6,7.4,194.0,87.0,spain,cordoba,vendedor profesional
AUDI,A1,2021,21900,20500,,03/2021,gasolina,38397,berlina mediana o grande,12 ,blanco glaciar metalizado negr,,,,,,,,,,,,,,,,,,,,,,,,,,spain,murcia,vendedor profesional
BMW,Serie 5,2019,40900,39700,56000,11/2019,diesel,18500,berlina,24 ,bluestone / metalizado,,4936,1868,1479,2975,530/0,2270,4,5,1995,4,turbo de geometria variable,trasera,automatica secuencial,8,140,190,400,235,7.3,4.6,3.8,4.1,108.0,66.0,spain,badajoz,vendedor profesional
CHRYSLER,Voyager,2004,3799,,28934,03/2004,gasolina,241300,monovolumen,12 ,azul,,4808,1997,1803,2878,439/4077,2470,5,7,2429,4,,delantera,manual,5,110,150,218,183,15.8,13.5,7.7,9.9,234.0,75.7,spain,madrid,vendedor profesional
MERCEDES-BENZ,Clase GLC,2019,36475,32875,49100,02/2019,diesel,68827,todo terreno,12 ,negro,,4656,1890,1644,2873,550/1600,2520,5,5,2143,4,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,9,125,170,400,210,8.3,6.8,5.4,5.9,156.0,57.0,spain,alicante,vendedor profesional
PEUGEOT,Rifter,2019,16800,14800,,11/2019,diesel,76997,familiar,12 ,blanco,,,,,,,,,,,,,,,,,,,,,,,,,,spain,valencia,vendedor profesional
CITROEN,Berlingo M1,2021,22495,,28465,03/2021,diesel,24250,monovolumen,,gris / metalizado,,4403,1848,1844,2785,775/1414,2090,5,5,1499,4,turbo de geometria variable,delantera,manual,5,75,100,250,152,0.0,4.8,4.0,4.0,107.0,0.0,spain,,
VOLVO,XC60,2014,13999,13500,44819,08/2014,diesel,264000,todo terreno,12 ,negro,,4644,1891,1713,2774,490/1455,2300,5,5,1969,4,turbo,delantera,manual,6,133,181,400,210,8.5,4.9,4.3,4.5,117.0,70.0,spain,madrid,vendedor profesional
DACIA,Sandero,2009,4449,4299,8243,03/2009,gasolina,57000,berlina,si,azul,,4020,1753,1534,2588,320/1200,1470,5,5,1149,4,,delantera,manual,5,55,75,107,160,13.6,7.6,4.9,5.9,135.0,50.0,spain,malaga,vendedor profesional
PEUGEOT,208,2019,11999,10999,21500,01/2019,diesel,125009,berlina,12 ,gris,,4055,1745,1430,2540,309/0,1645,5,5,1499,4,turbo de geometria variable,delantera,manual,6,75,100,250,188,11.4,3.7,2.9,3.2,86.0,41.0,spain,madrid,vendedor profesional
RENAULT,Megane,2009,4499,,18620,02/2009,gasolina,199000,berlina,0,blanco,,4209,1777,1458,2625,330/1190,1725,5,5,1598,4,,delantera,manual,5,82,110,152,192,10.9,8.8,5.7,6.8,164.0,60.0,spain,almeria,vendedor profesional
MERCEDES-BENZ,Clase C,2008,6500,,35205,02/2008,diesel,225000,berlina,,gris metalizado / metalizado,,4581,1770,1447,2760,475/0,2045,4,5,2148,4,turbo de geometria variable,trasera,manual,6,100,136,300,215,10.4,7.9,4.7,5.9,156.0,66.0,spain,,
SEAT,Ateca,2018,23999,23999,28890,06/2018,diesel,68000,todo terreno,12 ,gris / metalizado,,4363,1841,1601,2638,510/0,1910,5,5,1598,4,turbo de geometria variable,delantera,manual,6,85,115,250,184,11.5,5.0,4.1,4.4,115.0,50.0,spain,lugo,vendedor profesional
VOLVO,XC60,2023,49500,49500,62734,08/2023,gasolina,29691,todo terreno,12 ,silver dawn,,4708,1902,1653,2865,483/0,2400,5,5,1969,4,turbo,delantera,automatica secuencial,8,145,197,258,220,6.8,0.0,0.0,0.0,,71.0,spain,ciudad real,vendedor profesional
VOLKSWAGEN,Touareg,2010,16890,,53510,06/2010,diesel,262000,todo terreno,12 ,negro (estandar),,4754,1928,1726,2855,555/1570,2945,5,5,2967,6,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,6,176,240,500,204,8.3,13.0,8.1,9.9,244.0,100.0,spain,cadiz,vendedor profesional
MERCEDES-BENZ,Clase C,2022,41900,40900,,06/2022,gasolina y corriente electrica,105000,berlina mediana o grande,24 ,azul,,,,,,,,,,,,,,,,,,,,,,,,,,spain,badajoz,vendedor profesional
PEUGEOT,308,2024,29184,27984,37000,03/2024,diesel,2,berlina,36 ,verde olivine / metalizado,,4367,1852,1441,2675,412/0,1870,5,5,1499,4,turbo de geometria variable,delantera,automatica,8,96,130,300,207,10.6,0.0,0.0,0.0,,53.0,spain,madrid,vendedor profesional
HYUNDAI,i20,2019,12900,12900,19015,05/2019,gasolina,51439,berlina,12 ,rojo,,4035,1734,1474,2570,326/1011,1540,5,5,998,3,turbo,delantera,manual,5,73,100,172,188,10.7,5.8,4.5,5.0,115.0,50.0,spain,alava,vendedor profesional
TOYOTA,Proace Verso,2022,34500,31500,,04/2022,diesel,25400,familiar,60 ,naranja,,,,,,,,,,,,,,,,,,,,,,,,,,spain,pontevedra,vendedor profesional
PORSCHE,Cayenne,2023,106900,106900,96686,07/2023,gasolina,1500,todo terreno,24 ,blanco,,4918,1983,1696,2895,770/1710,2830,5,5,2995,6,turbo,todo terreno traccion total permanente,automatica secuencial,8,250,340,450,245,6.2,11.3,8.0,9.2,205.0,75.0,spain,valencia,vendedor profesional
PORSCHE,Cayenne,2021,99900,99900,,10/2021,hibrido,54200,"4x4, suv o pickup",12 ,negro / metalizado,,,,,,,,,,,,,,,,,,,,,,,,,,spain,valencia,vendedor profesional
MINI,Mini,2007,9999,9999,23600,06/2007,gasolina,185000,convertible,12 ,marron / metalizado,,3635,1688,1415,2467,120/165,1575,2,4,1598,4,,delantera,manual,5,85,115,150,193,9.2,10.0,5.7,7.3,174.0,50.0,spain,lugo,vendedor profesional
RENAULT,Talisman,2018,16900,14900,34580,09/2018,diesel,118000,stationwagon,12 ,blanco,,4849,1868,1456,2809,572/1681,2079,5,5,1598,4,turbo de geometria variable,delantera,manual,6,96,130,320,200,10.8,4.6,3.7,4.0,106.0,52.0,spain,ciudad real,vendedor profesional
BMW,X7,2019,71999,,101200,06/2019,diesel,58000,todo terreno,24 ,arktikgrau metallic,,5151,2000,1805,3105,750/2120,3220,5,7,2993,6,turbo de geometria variable,todo terreno traccion total permanente,automatica secuencial,8,195,265,620,227,7.0,7.3,6.1,6.5,171.0,80.0,spain,madrid,vendedor profesional
BMW,Serie 1,2020,24900,,39785,05/2020,diesel,89900,berlina,12 ,gris,,4319,1799,1434,2670,380/1200,1980,5,5,1995,4,turbo de geometria variable,delantera,automatica secuencial,8,110,150,350,216,8.4,5.0,3.7,4.2,109.0,42.0,spain,malaga,vendedor profesional
PEUGEOT,Rifter,2018,27900,,27540,11/2018,gasolina,41282,monovolumen,12 ,naranja,,4403,1907,1874,2785,775/3500,2060,5,5,1199,3,turbo,delantera,manual,6,81,110,205,174,12.8,6.3,4.9,5.4,123.0,0.0,spain,barcelona,vendedor profesional
MERCEDES-BENZ,Clase S,2019,129500,129000,163900,04/2019,gasolina,36500,berlina,12 ,acabado bi-tono negro oro / metalizado,,5462,1899,1498,3365,500/0,2815,4,5,3982,8,,total permanente,automatica secuencial,9,345,469,700,250,4.9,13.3,7.1,10.2,234.0,80.0,spain,madrid,vendedor profesional
MERCEDES-BENZ,Clase CLA,2020,52500,,65636,01/2020,gasolina,29000,coupe,,amarillo,,4695,1834,1404,2729,460/0,2115,4,5,1991,4,,total permanente,automatica secuencial,7,225,306,400,250,4.9,9.4,5.4,7.2,165.0,51.0,spain,,
BMW,Serie 1,2012,10990,,27000,07/2012,diesel,120000,berlina,,negro / metalizado,,4324,1765,1421,2690,360/1200,1840,5,5,1995,4,turbo de geometria variable,trasera,manual,6,85,116,260,200,10.3,5.3,3.8,4.3,109.0,50.0,spain,,
MERCEDES-BENZ,Clase GLA,2016,38900,,66400,10/2016,gasolina,78900,todo terreno,12 ,blanco,,4445,1804,1479,2699,421/0,2105,5,5,1991,4,,todo terreno traccion total conectable,automatica secuencial,7,280,381,475,250,4.4,9.6,6.1,7.4,172.0,56.0,spain,barcelona,vendedor profesional
FIAT,500,2018,10995,9995,15950,06/2018,gasolina,65888,berlina,12 ,negro / metalizado,,3571,1627,1488,2300,185/0,1305,3,4,1242,4,,delantera,manual,5,51,69,102,160,12.9,5.9,4.4,4.9,108.0,35.0,spain,vizcaya,vendedor profesional
SUBARU,XV,2019,18350,16680,,05/2019,gasolina,127848,berlina mediana o grande,12 ,azul,,,,,,,,,,,,,,,,,,,,,,,,,,spain,avila,vendedor profesional
SEAT,Ateca,2023,24490,23390,34910,03/2023,gasolina,12179,todo terreno,12 ,blanco / metalizado,,4381,1841,1601,2638,510/0,1930,5,5,1498,4,turbo de geometria variable,delantera,manual,6,110,150,250,202,9.0,0.0,0.0,0.0,,50.0,spain,alicante,vendedor profesional
AUDI,A4 Allroad,2010,13490,12490,44650,04/2010,gasolina,179000,todo terreno,si,verde,,4721,1841,1495,2805,490/1430,2180,5,5,1984,4,turbo,todo terreno traccion total permanente,manual,6,155,211,350,230,6.8,9.1,6.1,7.2,169.0,61.0,spain,madrid,vendedor profesional
TOYOTA,Corolla,2022,23490,22490,28850,06/2022,gasolina y corriente electrica,16954,berlina,24 ,blanco classic,,4370,1790,1435,2640,361/0,1820,5,5,1798,4,,delantera,automatica continua,1,90,122,142,180,10.9,0.0,0.0,0.0,,43.0,spain,huelva,vendedor profesional
FIAT,500,2022,14200,13200,22250,07/2022,gasolina,39800,convertible,36 ,blu dipinto di blu / metalizado,,3571,1627,1488,2300,182/520,1055,2,4,999,3,turbo,delantera,manual,6,52,70,92,167,13.8,0.0,0.0,0.0,,35.0,spain,tarragona,vendedor profesional
TOYOTA,Corolla,2019,18490,18490,28850,06/2019,gasolina y corriente electrica,84600,berlina,24 ,blanco classic (solido),,4370,1790,1435,2640,361/0,1820,5,5,1798,4,,delantera,automatica continua,1,90,122,142,180,10.9,0.0,0.0,0.0,,43.0,spain,madrid,vendedor profesional
TOYOTA,RAV-4,2020,30900,28900,32600,01/2020,gasolina y corriente electrica,100300,todo terreno,24 ,blanco,,4605,1845,1675,2660,547/1735,2205,5,5,2494,4,,delantera,automatica continua,1,145,197,0,185,8.3,5.0,4.8,4.9,115.0,56.0,spain,lugo,vendedor profesional
FORD,Kuga,2022,33300,29500,,11/2022,hibrido,18000,"4x4, suv o pickup",60 ,blanco (solido) / metalizado,,,,,,,,,,,,,,,,,,,,,,,,,,spain,barcelona,vendedor profesional
